order_id,quantity,unit_price,total_price,pizza_id
161,1,16.75,16.75,8
162,1,12.0,12.0,20
163,1,13.25,13.25,1
163,1,15.25,15.25,18
163,1,16.0,16.0,9
164,1,20.75,20.75,17
164,1,12.5,12.5,18
165,1,16.5,16.5,7
166,1,12.5,12.5,7
167,1,20.75,20.75,8
167,1,16.5,16.5,5
167,1,12.5,12.5,18
168,1,12.0,12.0,20
168,1,16.0,16.0,15
169,1,17.95,17.95,22
169,1,12.0,12.0,12
169,1,16.25,16.25,29
169,1,17.5,17.5,31
169,1,20.75,20.75,16
170,1,16.5,16.5,1
171,1,16.0,16.0,23
172,1,12.0,12.0,23
172,1,16.5,16.5,10
172,1,20.75,20.75,6
173,1,16.75,16.75,17
173,1,16.0,16.0,2
173,1,20.25,20.25,15
174,1,12.0,12.0,20
174,1,20.75,20.75,17
174,1,16.75,16.75,17
174,1,16.0,16.0,12
175,1,20.75,20.75,5
175,1,17.95,17.95,22
175,1,12.0,12.0,12
176,1,20.75,20.75,17
176,1,16.5,16.5,27
177,1,12.0,12.0,23
177,1,20.75,20.75,6
178,1,20.75,20.75,27
179,1,16.5,16.5,1
179,1,16.25,16.25,29
179,1,12.0,12.0,15
180,1,20.5,20.5,2
180,1,20.75,20.75,7
180,1,12.0,12.0,20
181,1,20.25,20.25,4
181,1,20.25,20.25,24
181,1,18.5,18.5,3
182,1,23.65,23.65,32
182,1,20.75,20.75,27
183,1,16.0,16.0,23
183,1,20.75,20.75,14
183,1,12.5,12.5,14
184,1,16.5,16.5,1
184,1,12.0,12.0,15
185,1,16.25,16.25,29
185,1,12.5,12.5,14
185,1,12.5,12.5,27
186,1,20.25,20.25,4
186,1,20.75,20.75,16
186,1,20.75,20.75,14
186,1,20.75,20.75,6
187,1,18.5,18.5,3
187,1,20.75,20.75,14
188,1,18.5,18.5,3
188,1,9.75,9.75,18
188,1,20.75,20.75,27
189,2,12.0,24.0,20
189,1,12.75,12.75,6
190,1,20.75,20.75,8
190,1,14.75,14.75,22
190,1,11.0,11.0,31
190,1,20.75,20.75,7
190,1,12.0,12.0,2
191,1,20.75,20.75,17
191,1,16.75,16.75,30
192,1,12.25,12.25,29
192,1,20.75,20.75,16
193,1,12.0,12.0,20
193,1,16.75,16.75,17
193,2,20.75,41.5,30
194,1,12.75,12.75,8
195,1,20.75,20.75,8
196,1,12.25,12.25,29
196,1,16.5,16.5,13
196,1,16.0,16.0,15
197,1,17.95,17.95,22
197,1,20.5,20.5,12
197,1,21.0,21.0,25
197,1,20.75,20.75,21
198,1,12.0,12.0,20
198,1,20.75,20.75,30
199,1,16.75,16.75,30
200,1,25.5,25.5,9
200,1,9.75,9.75,18
200,1,20.75,20.75,27
200,1,16.5,16.5,14
201,1,16.25,16.25,24
201,1,20.75,20.75,19
201,1,20.75,20.75,5
201,1,25.5,25.5,9
202,1,12.75,12.75,17
203,1,20.75,20.75,17
203,1,16.75,16.75,25
203,1,17.5,17.5,31
203,1,12.0,12.0,9
204,1,20.75,20.75,13
205,1,12.75,12.75,17
205,1,16.75,16.75,30
205,1,12.5,12.5,7
205,1,12.0,12.0,20
206,1,16.0,16.0,23
206,1,9.75,9.75,18
206,1,20.75,20.75,13
207,1,20.75,20.75,13
208,1,20.75,20.75,8
208,1,12.75,12.75,8
208,1,16.75,16.75,30
208,1,12.5,12.5,18
208,1,16.0,16.0,9
209,1,20.75,20.75,17
210,1,12.0,12.0,28
211,1,9.75,9.75,18
212,1,20.5,20.5,12
213,1,17.95,17.95,22
214,1,20.5,20.5,12
214,1,16.5,16.5,5
214,1,12.0,12.0,4
214,1,16.5,16.5,14
215,1,12.0,12.0,11
215,1,12.0,12.0,20
216,1,16.75,16.75,8
216,1,18.5,18.5,3
216,1,16.5,16.5,1
217,1,16.0,16.0,2
217,1,12.0,12.0,28
218,1,16.5,16.5,13
219,1,20.75,20.75,8
219,1,18.5,18.5,3
219,1,16.5,16.5,27
219,1,16.0,16.0,28
219,1,20.25,20.25,4
219,1,20.5,20.5,23
219,1,12.25,12.25,29
220,1,10.5,10.5,1
220,1,12.0,12.0,12
220,1,20.5,20.5,23
220,1,20.75,20.75,13
221,1,18.5,18.5,3
221,1,16.5,16.5,7
221,1,12.0,12.0,9
222,1,17.95,17.95,22
222,1,12.25,12.25,29
223,1,11.0,11.0,31
224,1,12.75,12.75,30
224,1,16.5,16.5,5
224,1,16.0,16.0,23
224,1,20.75,20.75,6
224,1,16.5,16.5,5
225,1,20.75,20.75,8
225,1,16.75,16.75,8
225,1,12.75,12.75,16
226,1,20.5,20.5,2
227,1,16.75,16.75,8
227,1,16.0,16.0,9
228,1,12.75,12.75,25
229,1,21.0,21.0,25
229,1,20.75,20.75,7
229,1,12.5,12.5,14
230,1,16.75,16.75,6
230,1,12.0,12.0,2
230,1,12.75,12.75,25
230,1,20.75,20.75,8
230,1,18.5,18.5,3
230,1,17.95,17.95,22
230,1,10.5,10.5,1
231,1,20.75,20.75,17
231,1,12.0,12.0,23
231,1,12.5,12.5,7
232,1,16.75,16.75,8
232,1,20.75,20.75,10
233,1,12.0,12.0,28
234,1,16.75,16.75,30
234,1,12.5,12.5,5
234,1,16.0,16.0,23
235,1,16.75,16.75,17
235,1,20.75,20.75,17
235,1,15.25,15.25,18
235,1,17.95,17.95,22
235,1,20.75,20.75,5
235,1,12.75,12.75,25
235,1,20.25,20.25,4
236,1,20.5,20.5,2
236,1,16.0,16.0,11
237,1,12.0,12.0,11
238,1,20.75,20.75,14
239,1,20.75,20.75,5
239,1,16.75,16.75,6
240,1,14.75,14.75,22
240,1,20.75,20.75,8
240,1,12.5,12.5,27
241,1,16.25,16.25,29
241,1,20.75,20.75,10
242,1,16.25,16.25,24
242,1,20.75,20.75,6
242,1,16.0,16.0,15
243,1,20.5,20.5,2
243,1,12.5,12.5,10
244,1,12.5,12.5,5
244,1,20.75,20.75,13
244,1,16.75,16.75,17
244,1,20.75,20.75,27
244,1,12.25,12.25,29
244,1,12.0,12.0,15
245,1,20.75,20.75,8
245,1,20.75,20.75,19
246,1,16.75,16.75,30
246,1,15.25,15.25,18
247,1,13.25,13.25,1
247,1,16.25,16.25,29
247,1,12.5,12.5,10
248,1,10.5,10.5,1
248,1,20.75,20.75,6
249,1,20.75,20.75,8
249,1,12.25,12.25,24
250,1,14.75,14.75,22
251,1,16.0,16.0,4
251,1,20.75,20.75,8
251,1,16.75,16.75,8
251,1,16.75,16.75,17
251,1,20.75,20.75,10
252,1,16.5,16.5,7
253,1,23.65,23.65,32
254,1,20.75,20.75,8
254,1,23.65,23.65,32
254,1,18.5,18.5,3
255,1,18.5,18.5,3
255,1,16.0,16.0,11
255,1,16.5,16.5,1
255,1,16.0,16.0,28
256,1,17.5,17.5,31
257,1,20.75,20.75,17
257,1,20.75,20.75,30
258,1,16.0,16.0,2
259,1,15.25,15.25,18
260,1,18.5,18.5,3
260,1,20.5,20.5,9
261,1,23.65,23.65,32
262,1,16.75,16.75,17
263,1,20.75,20.75,14
264,1,16.0,16.0,4
264,1,18.5,18.5,3
265,1,16.75,16.75,30
265,1,20.25,20.25,4
265,1,16.25,16.25,29
265,1,20.75,20.75,13
266,1,16.5,16.5,27
267,1,17.95,17.95,22
267,1,20.25,20.25,26
267,1,12.0,12.0,23
267,1,18.5,18.5,3
267,1,20.5,20.5,12
267,1,16.5,16.5,7
267,1,12.0,12.0,15
268,1,20.75,20.75,5
268,1,9.75,9.75,18
269,1,16.75,16.75,30
270,1,20.75,20.75,16
270,1,20.75,20.75,14
270,1,20.75,20.75,6
271,1,12.0,12.0,20
271,2,16.75,33.5,17
271,2,16.75,33.5,30
271,2,20.75,41.5,19
271,1,16.0,16.0,2
271,1,16.5,16.5,5
271,1,12.25,12.25,29
271,1,16.5,16.5,21
271,1,16.75,16.75,16
271,1,12.0,12.0,9
272,1,16.5,16.5,5
273,1,12.5,12.5,21
274,1,17.95,17.95,22
274,1,20.75,20.75,6
275,1,20.5,20.5,2
275,1,18.5,18.5,3
275,1,9.75,9.75,18
275,1,16.25,16.25,29
276,1,18.5,18.5,3
276,1,20.75,20.75,13
277,1,14.75,14.75,22
278,1,16.75,16.75,25
278,1,20.75,20.75,16
279,1,16.75,16.75,17
279,1,16.75,16.75,30
280,1,16.5,16.5,7
280,1,16.0,16.0,15
281,1,12.25,12.25,29
282,1,12.0,12.0,2
282,1,18.5,18.5,3
282,1,20.75,20.75,27
282,1,20.75,20.75,14
282,2,20.75,41.5,8
282,1,23.65,23.65,32
282,1,11.0,11.0,31
283,1,16.0,16.0,23
283,1,18.5,18.5,3
283,1,16.0,16.0,15
284,1,14.75,14.75,22
284,1,10.5,10.5,1
284,1,16.0,16.0,23
284,1,17.95,17.95,22
284,1,12.5,12.5,7
285,1,20.75,20.75,7
286,1,16.5,16.5,5
286,1,20.75,20.75,27
287,1,16.5,16.5,5
287,1,14.5,14.5,31
287,1,12.5,12.5,18
287,1,12.25,12.25,29
288,1,23.65,23.65,32
288,1,20.75,20.75,7
288,1,20.75,20.75,10
289,1,18.5,18.5,3
290,1,12.0,12.0,2
290,1,16.0,16.0,15
291,1,20.75,20.75,8
291,2,16.75,33.5,30
291,1,14.75,14.75,22
291,1,20.5,20.5,12
291,1,12.0,12.0,23
291,1,16.5,16.5,27
292,1,16.5,16.5,14
292,1,20.25,20.25,28
292,1,20.75,20.75,16
292,1,12.0,12.0,15
293,1,16.75,16.75,8
293,1,20.75,20.75,5
293,1,20.75,20.75,6
294,1,16.75,16.75,17
295,1,12.0,12.0,11
295,1,12.0,12.0,12
295,1,16.75,16.75,6
295,1,16.75,16.75,25
295,1,12.0,12.0,23
296,1,16.75,16.75,16
297,1,16.75,16.75,17
297,1,12.75,12.75,17
297,1,16.75,16.75,30
297,1,12.0,12.0,2
298,1,12.0,12.0,2
298,1,16.0,16.0,28
298,1,17.5,17.5,31
298,1,12.0,12.0,20
298,1,18.5,18.5,3
298,1,12.0,12.0,4
298,1,20.75,20.75,16
299,1,12.0,12.0,20
299,1,12.0,12.0,12
299,1,12.75,12.75,25
299,1,12.5,12.5,10
300,1,20.5,20.5,23
300,1,12.0,12.0,20
300,1,18.5,18.5,3
300,1,17.5,17.5,31
300,1,20.75,20.75,21
301,1,20.75,20.75,27
302,1,12.0,12.0,20
302,1,16.0,16.0,12
302,1,9.75,9.75,18
303,1,10.5,10.5,1
303,1,20.25,20.25,4
304,1,15.25,15.25,18
304,1,12.25,12.25,29
304,1,16.5,16.5,13
305,1,12.0,12.0,20
305,1,10.5,10.5,1
305,1,16.0,16.0,23
306,1,20.5,20.5,2
306,1,16.75,16.75,6
306,1,12.0,12.0,2
307,1,16.5,16.5,1
307,1,17.5,17.5,31
307,1,12.75,12.75,6
308,1,18.5,18.5,3
308,1,16.5,16.5,27
309,1,10.5,10.5,1
309,1,12.75,12.75,6
310,1,20.25,20.25,29
311,1,12.0,12.0,20
311,1,23.65,23.65,32
311,1,16.75,16.75,30
311,1,16.25,16.25,29
312,1,16.0,16.0,2
313,1,16.25,16.25,24
313,1,18.5,18.5,3
313,1,16.0,16.0,11
313,1,13.25,13.25,1
313,1,16.0,16.0,15
314,1,16.0,16.0,2
315,1,10.5,10.5,1
315,1,16.5,16.5,5
316,1,12.75,12.75,17
316,1,16.0,16.0,2
316,1,17.95,17.95,22
316,1,10.5,10.5,1
316,1,17.5,17.5,31
316,1,12.5,12.5,7
316,1,12.0,12.0,28
316,1,12.5,12.5,27
317,1,20.5,20.5,12
317,1,20.25,20.25,4
317,1,12.5,12.5,21
317,1,20.75,20.75,13
318,1,16.5,16.5,5
319,1,16.75,16.75,17
319,1,20.75,20.75,19
320,1,20.75,20.75,5
320,1,16.0,16.0,11
321,1,20.75,20.75,17
321,1,20.75,20.75,19
321,1,12.0,12.0,2
321,1,20.75,20.75,6
322,1,16.0,16.0,2
323,1,18.5,18.5,3
323,1,20.25,20.25,28
324,1,12.0,12.0,2
324,1,12.0,12.0,15
325,1,16.75,16.75,17
325,1,20.75,20.75,10
325,1,12.25,12.25,24
325,1,18.5,18.5,3
325,1,20.25,20.25,29
325,1,20.75,20.75,16
325,1,12.0,12.0,9
326,1,16.0,16.0,2
327,1,20.25,20.25,26
328,1,20.75,20.75,13
328,1,16.5,16.5,10
329,1,12.0,12.0,20
329,1,16.75,16.75,30
329,1,16.0,16.0,2
329,1,12.0,12.0,2
329,1,18.5,18.5,3
329,2,17.95,35.9,22
329,1,16.5,16.5,1
329,1,17.5,17.5,31
329,1,12.5,12.5,27
329,1,20.25,20.25,29
329,1,20.75,20.75,13
329,1,16.5,16.5,13
329,1,20.25,20.25,28
329,1,16.0,16.0,9
330,1,16.5,16.5,7
331,1,16.25,16.25,29
331,1,20.75,20.75,16
331,1,16.75,16.75,6
332,1,16.75,16.75,30
333,1,20.25,20.25,24
333,1,12.5,12.5,18
333,1,16.75,16.75,16
333,1,20.75,20.75,6
334,1,20.25,20.25,26
334,1,12.75,12.75,25
335,1,20.75,20.75,7
336,1,16.5,16.5,1
336,1,15.25,15.25,18
337,1,20.25,20.25,4
337,1,20.75,20.75,6
337,1,25.5,25.5,9
338,1,16.5,16.5,13
339,1,12.5,12.5,27
339,1,20.75,20.75,27
339,1,12.0,12.0,9
340,1,16.75,16.75,8
340,1,9.75,9.75,18
341,1,20.25,20.25,29
341,1,20.75,20.75,16
342,1,18.5,18.5,3
342,1,14.75,14.75,22
343,1,16.0,16.0,12
344,1,12.5,12.5,27
344,1,12.0,12.0,28
345,1,12.0,12.0,11
345,1,10.5,10.5,1
345,1,20.5,20.5,12
345,1,12.0,12.0,23
346,1,20.25,20.25,28
346,1,20.75,20.75,6
346,1,16.0,16.0,15
347,1,16.0,16.0,2
347,1,20.75,20.75,6
347,1,12.75,12.75,6
347,1,10.5,10.5,1
347,1,12.0,12.0,23
347,1,15.25,15.25,18
347,1,20.25,20.25,28
348,1,15.25,15.25,18
349,1,20.5,20.5,2
349,2,12.5,25.0,18
349,1,12.5,12.5,13
350,1,12.0,12.0,20
350,1,13.25,13.25,1
351,1,12.0,12.0,20
351,1,20.5,20.5,12
352,1,20.75,20.75,8
352,1,20.75,20.75,17
352,1,12.5,12.5,7
353,1,12.0,12.0,11
353,1,20.25,20.25,15
354,1,16.75,16.75,30
354,1,16.5,16.5,5
354,1,12.0,12.0,20
354,1,15.25,15.25,18
355,1,16.75,16.75,30
355,1,16.5,16.5,1
355,1,20.75,20.75,21
356,1,20.75,20.75,17
356,1,12.75,12.75,16
356,1,12.0,12.0,28
357,1,16.5,16.5,5
358,1,16.0,16.0,11
358,1,20.75,20.75,6
359,1,20.75,20.75,8
359,1,12.0,12.0,11
359,1,10.5,10.5,1
360,2,12.0,24.0,20
360,1,12.0,12.0,12
361,1,16.75,16.75,8
361,1,20.25,20.25,4
362,1,20.25,20.25,26
362,1,20.25,20.25,4
363,1,16.5,16.5,5
363,1,25.5,25.5,9
364,1,14.75,14.75,22
364,1,20.25,20.25,26
364,1,12.5,12.5,18
364,1,12.0,12.0,20
364,2,20.75,41.5,17
364,1,20.75,20.75,10
365,1,20.5,20.5,12
366,1,16.5,16.5,1
366,1,16.0,16.0,28
366,1,17.5,17.5,31
366,1,15.25,15.25,18
366,1,12.0,12.0,12
366,1,20.25,20.25,26
366,1,11.0,11.0,31
367,1,16.5,16.5,14
367,1,20.75,20.75,6
368,1,16.0,16.0,28
368,1,12.25,12.25,29
368,1,12.5,12.5,13
369,1,17.95,17.95,22
369,1,10.5,10.5,1
370,1,12.5,12.5,18
371,1,12.0,12.0,28
372,1,12.75,12.75,19
372,1,16.0,16.0,2
372,1,20.25,20.25,29
373,1,12.0,12.0,20
373,1,16.75,16.75,30
373,1,12.5,12.5,27
374,1,16.0,16.0,4
375,1,25.5,25.5,9
375,1,20.25,20.25,15
375,1,16.5,16.5,14
376,1,13.25,13.25,1
