order_id,order_date,order_time
68,2015-01-01,22:07:31
69,2015-01-01,22:12:13
70,2015-01-02,11:38:51
71,2015-01-02,11:40:50
72,2015-01-02,11:57:25
73,2015-01-02,11:58:56
74,2015-01-02,12:01:12
75,2015-01-02,12:10:15
76,2015-01-02,12:21:17
77,2015-01-02,12:22:46
78,2015-01-02,12:28:14
79,2015-01-02,12:29:11
80,2015-01-02,12:35:38
81,2015-01-02,12:40:01
82,2015-01-02,12:45:51
83,2015-01-02,12:53:27
84,2015-01-02,13:13:40
85,2015-01-02,13:34:49
86,2015-01-02,13:40:31
87,2015-01-02,14:01:01
88,2015-01-02,14:10:07
89,2015-01-02,14:30:19
90,2015-01-02,15:08:48
91,2015-01-02,15:14:43
92,2015-01-02,15:17:02
93,2015-01-02,15:29:31
94,2015-01-02,16:17:16
95,2015-01-02,16:18:04
96,2015-01-02,16:21:20
97,2015-01-02,16:45:32
98,2015-01-02,17:18:18
99,2015-01-02,17:45:42
100,2015-01-02,17:46:17
101,2015-01-02,17:51:33
102,2015-01-02,17:54:04
103,2015-01-02,18:02:09
104,2015-01-02,18:02:11
105,2015-01-02,18:12:01
106,2015-01-02,18:12:13
107,2015-01-02,18:25:09
108,2015-01-02,18:25:25
109,2015-01-02,18:27:50
110,2015-01-02,18:36:19
111,2015-01-02,18:38:01
112,2015-01-02,18:41:40
113,2015-01-02,18:50:21
114,2015-01-02,18:59:32
115,2015-01-02,19:05:17
116,2015-01-02,19:18:49
117,2015-01-02,19:23:02
118,2015-01-02,19:26:59
119,2015-01-02,19:32:29
120,2015-01-02,19:35:07
121,2015-01-02,19:38:48
122,2015-01-02,19:50:19
123,2015-01-02,20:12:09
124,2015-01-02,20:12:34
125,2015-01-02,20:31:06
126,2015-01-02,20:53:42
127,2015-01-02,20:58:23
128,2015-01-02,21:05:06
129,2015-01-02,21:13:02
130,2015-01-02,21:14:55
131,2015-01-02,21:33:10
132,2015-01-02,21:42:45
133,2015-01-02,22:00:17
134,2015-01-02,22:13:24
135,2015-01-02,22:29:34
136,2015-01-02,22:32:49
137,2015-01-03,11:34:10
138,2015-01-03,11:44:50
139,2015-01-03,11:57:39
140,2015-01-03,12:26:44
141,2015-01-03,13:16:01
142,2015-01-03,13:33:59
143,2015-01-03,13:41:36
144,2015-01-03,13:44:28
145,2015-01-03,13:53:48
146,2015-01-03,14:22:10
147,2015-01-03,14:32:51
148,2015-01-03,14:40:42
149,2015-01-03,14:48:45
150,2015-01-03,14:49:58
151,2015-01-03,15:09:34
152,2015-01-03,15:09:42
153,2015-01-03,15:16:34
154,2015-01-03,15:22:43
155,2015-01-03,15:28:58
156,2015-01-03,15:42:19
157,2015-01-03,15:43:03
158,2015-01-03,15:54:30
159,2015-01-03,15:59:22
160,2015-01-03,16:35:33
161,2015-01-03,16:43:46
162,2015-01-03,16:51:22
163,2015-01-03,16:54:53
164,2015-01-03,16:56:33
165,2015-01-03,16:57:37
166,2015-01-03,16:58:51
167,2015-01-03,17:00:49
168,2015-01-03,17:02:27
169,2015-01-03,17:15:48
170,2015-01-03,17:21:30
171,2015-01-03,17:23:03
172,2015-01-03,17:29:23
173,2015-01-03,17:35:29
174,2015-01-03,17:37:49
175,2015-01-03,17:50:51
176,2015-01-03,17:51:57
177,2015-01-03,17:54:36
178,2015-01-03,18:15:03
179,2015-01-03,18:20:14
180,2015-01-03,18:33:34
181,2015-01-03,18:49:32
182,2015-01-03,18:50:10
183,2015-01-03,18:54:55
184,2015-01-03,18:59:05
185,2015-01-03,19:08:32
186,2015-01-03,19:36:00
187,2015-01-03,19:37:12
188,2015-01-03,20:08:39
189,2015-01-03,20:12:14
190,2015-01-03,20:14:23
191,2015-01-03,20:24:50
192,2015-01-03,20:30:08
193,2015-01-03,20:55:47
194,2015-01-03,21:21:24
195,2015-01-03,21:25:20
196,2015-01-03,21:40:14
197,2015-01-03,21:47:48
198,2015-01-03,21:55:42
199,2015-01-03,22:10:38
200,2015-01-03,22:24:05
201,2015-01-03,22:29:59
202,2015-01-03,22:50:29
203,2015-01-04,11:30:48
204,2015-01-04,11:36:25
205,2015-01-04,11:43:54
206,2015-01-04,11:45:10
207,2015-01-04,12:03:58
208,2015-01-04,12:12:05
209,2015-01-04,12:29:17
210,2015-01-04,12:34:13
211,2015-01-04,12:54:19
212,2015-01-04,13:16:03
213,2015-01-04,13:20:39
214,2015-01-04,13:39:16
215,2015-01-04,13:44:49
216,2015-01-04,14:31:56
217,2015-01-04,14:35:03
218,2015-01-04,14:35:11
219,2015-01-04,14:42:01
220,2015-01-04,15:31:59
221,2015-01-04,15:33:18
222,2015-01-04,15:46:38
223,2015-01-04,16:08:20
224,2015-01-04,16:39:58
225,2015-01-04,16:41:48
226,2015-01-04,16:59:38
227,2015-01-04,17:24:39
228,2015-01-04,17:31:24
229,2015-01-04,17:37:57
230,2015-01-04,17:58:38
231,2015-01-04,18:04:17
232,2015-01-04,18:21:59
233,2015-01-04,18:26:51
234,2015-01-04,18:36:08
235,2015-01-04,18:51:30
236,2015-01-04,19:21:04
237,2015-01-04,19:27:48
238,2015-01-04,19:45:15
239,2015-01-04,19:57:52
240,2015-01-04,20:10:24
241,2015-01-04,20:11:25
242,2015-01-04,20:15:29
243,2015-01-04,20:26:17
244,2015-01-04,20:26:22
245,2015-01-04,20:28:41
246,2015-01-04,20:30:48
247,2015-01-04,20:55:29
248,2015-01-04,20:58:19
249,2015-01-04,21:06:16
250,2015-01-04,21:07:05
251,2015-01-04,21:10:05
252,2015-01-04,22:13:15
253,2015-01-04,22:16:18
254,2015-01-04,22:22:12
255,2015-01-05,11:23:35
256,2015-01-05,11:56:06
257,2015-01-05,11:59:04
258,2015-01-05,11:59:22
259,2015-01-05,12:04:25
260,2015-01-05,12:06:27
261,2015-01-05,12:38:29
262,2015-01-05,12:42:01
263,2015-01-05,12:57:22
264,2015-01-05,13:03:59
265,2015-01-05,13:04:42
266,2015-01-05,13:09:29
267,2015-01-05,13:37:50
268,2015-01-05,13:40:46
269,2015-01-05,13:49:34
270,2015-01-05,14:09:02
271,2015-01-05,14:22:19
272,2015-01-05,14:24:05
273,2015-01-05,14:28:00
274,2015-01-05,14:36:33
275,2015-01-05,14:38:14
276,2015-01-05,15:18:18
277,2015-01-05,15:41:50
278,2015-01-05,15:49:21
279,2015-01-05,16:07:03
280,2015-01-05,16:20:23
281,2015-01-05,16:33:48
282,2015-01-05,16:49:37
283,2015-01-05,16:51:43
284,2015-01-05,16:58:16
285,2015-01-05,16:58:38
286,2015-01-05,17:01:23
287,2015-01-05,17:30:09
288,2015-01-05,17:32:43
289,2015-01-05,17:36:23
290,2015-01-05,17:41:16
291,2015-01-05,17:44:38
292,2015-01-05,17:48:58
293,2015-01-05,18:16:35
294,2015-01-05,18:20:12
295,2015-01-05,18:46:54
296,2015-01-05,19:02:18
297,2015-01-05,19:10:36
298,2015-01-05,19:34:31
299,2015-01-05,19:42:54
300,2015-01-05,19:45:58
301,2015-01-05,19:57:37
302,2015-01-05,20:02:51
303,2015-01-05,20:07:58
304,2015-01-05,20:35:40
305,2015-01-05,20:37:40
306,2015-01-05,21:45:38
307,2015-01-05,21:59:46
308,2015-01-06,11:39:06
309,2015-01-06,11:40:47
310,2015-01-06,11:57:26
311,2015-01-06,12:05:21
312,2015-01-06,12:09:09
313,2015-01-06,12:11:58
314,2015-01-06,12:17:40
315,2015-01-06,12:29:34
316,2015-01-06,12:31:00
317,2015-01-06,12:45:14
318,2015-01-06,12:46:22
319,2015-01-06,12:46:40
320,2015-01-06,12:56:21
321,2015-01-06,13:02:13
322,2015-01-06,13:05:33
323,2015-01-06,13:06:44
324,2015-01-06,13:07:32
325,2015-01-06,13:10:13
326,2015-01-06,13:10:54
327,2015-01-06,13:16:35
328,2015-01-06,13:22:44
329,2015-01-06,13:27:11
330,2015-01-06,13:43:30
331,2015-01-06,14:12:01
332,2015-01-06,14:16:36
333,2015-01-06,14:24:18
334,2015-01-06,14:24:47
335,2015-01-06,14:51:41
336,2015-01-06,15:03:12
337,2015-01-06,15:18:26
338,2015-01-06,15:25:13
339,2015-01-06,15:35:32
340,2015-01-06,15:35:47
341,2015-01-06,15:44:12
342,2015-01-06,15:45:37
343,2015-01-06,16:01:10
344,2015-01-06,16:01:46
345,2015-01-06,16:30:00
346,2015-01-06,16:37:16
347,2015-01-06,16:49:12
348,2015-01-06,17:25:58
349,2015-01-06,17:37:05
350,2015-01-06,17:37:28
351,2015-01-06,17:45:47
352,2015-01-06,17:59:48
353,2015-01-06,18:01:44
354,2015-01-06,18:14:45
355,2015-01-06,18:16:05
356,2015-01-06,18:27:58
357,2015-01-06,18:30:12
358,2015-01-06,18:33:08
359,2015-01-06,18:50:38
360,2015-01-06,19:12:38
361,2015-01-06,19:13:36
362,2015-01-06,19:20:31
363,2015-01-06,19:27:24
364,2015-01-06,19:37:26
365,2015-01-06,20:04:20
366,2015-01-06,20:05:11
367,2015-01-06,20:28:16
368,2015-01-06,20:30:06
369,2015-01-06,21:02:30
370,2015-01-06,21:15:20
371,2015-01-06,22:26:58
372,2015-01-07,11:45:18
373,2015-01-07,11:55:58
374,2015-01-07,11:58:36
375,2015-01-07,12:01:17
376,2015-01-07,12:03:18
377,2015-01-07,12:19:37
378,2015-01-07,12:25:37
379,2015-01-07,12:32:10
380,2015-01-07,12:33:05
381,2015-01-07,12:33:07
382,2015-01-07,12:43:59
383,2015-01-07,12:51:46
384,2015-01-07,12:54:19
385,2015-01-07,12:58:16
386,2015-01-07,13:03:14
387,2015-01-07,13:04:56
388,2015-01-07,13:10:17
389,2015-01-07,13:15:32
390,2015-01-07,13:25:31
391,2015-01-07,13:36:47
392,2015-01-07,13:48:31
393,2015-01-07,14:02:18
394,2015-01-07,14:11:08
395,2015-01-07,14:12:20
396,2015-01-07,14:31:10
397,2015-01-07,14:56:26
398,2015-01-07,15:47:49
399,2015-01-07,16:03:07
400,2015-01-07,16:08:35
401,2015-01-07,16:24:46
402,2015-01-07,16:26:10
403,2015-01-07,16:39:26
404,2015-01-07,16:44:16
405,2015-01-07,16:50:49
406,2015-01-07,16:56:42
407,2015-01-07,17:09:09
408,2015-01-07,17:15:04
409,2015-01-07,17:33:49
410,2015-01-07,17:58:09
411,2015-01-07,18:07:46
412,2015-01-07,18:11:32
413,2015-01-07,18:13:22
414,2015-01-07,18:16:23
415,2015-01-07,18:17:42
416,2015-01-07,18:24:40
417,2015-01-07,18:40:11
418,2015-01-07,19:02:31
419,2015-01-07,19:04:40
420,2015-01-07,19:21:58
421,2015-01-07,19:30:25
422,2015-01-07,19:45:07
423,2015-01-07,20:01:28
424,2015-01-07,20:21:19
425,2015-01-07,20:25:45
426,2015-01-07,21:49:00
427,2015-01-07,22:05:00
428,2015-01-07,22:16:53
429,2015-01-07,22:46:13
430,2015-01-08,11:17:12
431,2015-01-08,11:39:06
432,2015-01-08,11:49:50
433,2015-01-08,11:54:13
434,2015-01-08,12:06:09
435,2015-01-08,12:07:21
436,2015-01-08,12:07:54
437,2015-01-08,12:08:38
438,2015-01-08,12:13:08
439,2015-01-08,12:16:34
440,2015-01-08,12:16:58
441,2015-01-08,12:28:49
442,2015-01-08,12:34:20
443,2015-01-08,12:40:05
444,2015-01-08,12:57:39
445,2015-01-08,12:58:01
446,2015-01-08,13:01:59
447,2015-01-08,13:03:34
448,2015-01-08,13:04:15
449,2015-01-08,13:07:53
450,2015-01-08,13:19:06
451,2015-01-08,13:24:11
452,2015-01-08,13:27:14
453,2015-01-08,13:31:40
454,2015-01-08,13:39:13
455,2015-01-08,13:47:53
456,2015-01-08,13:59:04
457,2015-01-08,14:00:04
458,2015-01-08,14:14:01
459,2015-01-08,14:19:58
460,2015-01-08,14:21:19
461,2015-01-08,14:38:41
462,2015-01-08,14:40:28
463,2015-01-08,14:49:01
464,2015-01-08,14:55:23
465,2015-01-08,15:30:10
466,2015-01-08,15:33:13
467,2015-01-08,15:36:12
468,2015-01-08,15:37:18
469,2015-01-08,15:49:13
470,2015-01-08,16:20:26
471,2015-01-08,16:29:50
472,2015-01-08,16:41:27
473,2015-01-08,16:47:48
474,2015-01-08,17:15:17
475,2015-01-08,17:27:56
476,2015-01-08,17:30:04
477,2015-01-08,17:35:56
478,2015-01-08,17:37:03
479,2015-01-08,17:41:31
480,2015-01-08,17:41:37
481,2015-01-08,17:52:42
482,2015-01-08,17:54:04
483,2015-01-08,18:02:54
484,2015-01-08,18:07:31
485,2015-01-08,18:15:08
486,2015-01-08,18:30:16
487,2015-01-08,18:46:02
488,2015-01-08,18:48:43
489,2015-01-08,18:49:24
490,2015-01-08,19:01:12
491,2015-01-08,19:06:21
492,2015-01-08,19:31:47
493,2015-01-08,19:38:40
494,2015-01-08,19:42:52
495,2015-01-08,19:46:18
496,2015-01-08,19:49:26
497,2015-01-08,20:02:25
498,2015-01-08,21:10:46
499,2015-01-08,21:46:49
500,2015-01-08,21:51:30
501,2015-01-08,22:26:08
502,2015-01-09,11:16:21
503,2015-01-09,11:48:18
504,2015-01-09,11:55:10
505,2015-01-09,12:02:09
506,2015-01-09,12:06:03
507,2015-01-09,12:13:32
508,2015-01-09,12:13:58
509,2015-01-09,12:15:03
510,2015-01-09,12:18:21
511,2015-01-09,12:19:24
512,2015-01-09,12:22:48
513,2015-01-09,12:26:46
514,2015-01-09,13:07:37
515,2015-01-09,13:09:08
516,2015-01-09,13:09:11
517,2015-01-09,13:11:25
518,2015-01-09,13:15:20
519,2015-01-09,13:22:33
520,2015-01-09,13:43:07
521,2015-01-09,14:09:33
522,2015-01-09,14:42:14
523,2015-01-09,14:51:35
524,2015-01-09,15:08:46
525,2015-01-09,15:10:13
526,2015-01-09,15:23:37
527,2015-01-09,15:27:21
528,2015-01-09,15:31:01
529,2015-01-09,15:43:01
530,2015-01-09,15:58:10
531,2015-01-09,16:14:28
532,2015-01-09,16:28:43
533,2015-01-09,16:43:31
534,2015-01-09,17:08:47
535,2015-01-09,17:18:50
536,2015-01-09,17:23:52
537,2015-01-09,17:44:04
538,2015-01-09,17:51:34
539,2015-01-09,17:52:41
540,2015-01-09,18:07:47
541,2015-01-09,18:08:06
542,2015-01-09,18:23:59
543,2015-01-09,18:31:04
544,2015-01-09,18:46:28
545,2015-01-09,18:47:26
546,2015-01-09,18:49:23
547,2015-01-09,19:06:09
548,2015-01-09,19:06:34
549,2015-01-09,19:12:59
550,2015-01-09,19:26:24
551,2015-01-09,19:31:25
552,2015-01-09,20:14:47
553,2015-01-09,20:15:51
554,2015-01-09,20:18:25
555,2015-01-09,20:23:12
556,2015-01-09,20:51:10
557,2015-01-09,21:10:16
558,2015-01-09,21:13:48
559,2015-01-09,21:47:56
560,2015-01-09,22:04:05
561,2015-01-09,22:19:02
562,2015-01-09,22:32:32
563,2015-01-10,12:11:19
564,2015-01-10,12:21:19
565,2015-01-10,12:27:47
566,2015-01-10,12:28:53
567,2015-01-10,12:37:10
568,2015-01-10,13:13:59
569,2015-01-10,13:14:47
570,2015-01-10,13:39:32
571,2015-01-10,13:40:54
572,2015-01-10,13:41:04
573,2015-01-10,13:44:22
574,2015-01-10,13:45:00
575,2015-01-10,13:48:49
576,2015-01-10,13:51:19
577,2015-01-10,13:56:01
578,2015-01-10,14:13:01
579,2015-01-10,14:24:13
580,2015-01-10,14:33:19
581,2015-01-10,15:05:28
582,2015-01-10,15:58:42
583,2015-01-10,16:09:56
584,2015-01-10,16:32:36
585,2015-01-10,16:33:36
586,2015-01-10,17:12:39
587,2015-01-10,17:23:39
588,2015-01-10,17:32:54
589,2015-01-10,17:41:55
590,2015-01-10,17:48:57
591,2015-01-10,17:50:19
592,2015-01-10,18:12:28
593,2015-01-10,18:24:07
594,2015-01-10,18:32:36
595,2015-01-10,18:34:14
596,2015-01-10,18:34:27
597,2015-01-10,18:53:52
598,2015-01-10,18:58:19
599,2015-01-10,19:02:26
600,2015-01-10,19:03:11
601,2015-01-10,19:13:29
602,2015-01-10,19:23:51
603,2015-01-10,19:27:17
604,2015-01-10,19:36:16
605,2015-01-10,19:36:33
606,2015-01-10,19:39:32
607,2015-01-10,19:51:02
608,2015-01-10,19:58:10
609,2015-01-10,19:58:15
610,2015-01-10,20:10:44
611,2015-01-10,20:12:33
612,2015-01-10,20:14:03
613,2015-01-10,20:20:10
614,2015-01-10,20:27:26
615,2015-01-10,20:31:14
616,2015-01-10,20:41:58
617,2015-01-10,20:45:45
618,2015-01-10,20:49:29
619,2015-01-10,20:57:41
620,2015-01-10,21:21:21
621,2015-01-10,21:22:44
622,2015-01-10,21:50:23
623,2015-01-10,21:55:12
624,2015-01-10,22:18:35
625,2015-01-10,22:47:17
626,2015-01-10,22:48:38
627,2015-01-11,11:42:08
628,2015-01-11,11:44:36
629,2015-01-11,11:44:52
630,2015-01-11,11:51:45
631,2015-01-11,12:14:15
632,2015-01-11,12:18:31
633,2015-01-11,12:34:44
634,2015-01-11,12:44:10
635,2015-01-11,12:49:26
636,2015-01-11,13:23:20
637,2015-01-11,13:28:08
638,2015-01-11,13:37:46
639,2015-01-11,13:40:00
640,2015-01-11,13:43:19
641,2015-01-11,13:52:52
642,2015-01-11,14:03:45
643,2015-01-11,14:07:26
644,2015-01-11,14:07:35
645,2015-01-11,14:17:16
646,2015-01-11,14:29:22
647,2015-01-11,14:34:05
648,2015-01-11,14:49:35
649,2015-01-11,16:03:38
650,2015-01-11,16:18:23
651,2015-01-11,16:34:07
652,2015-01-11,16:43:33
653,2015-01-11,16:44:49
654,2015-01-11,16:45:47
655,2015-01-11,16:55:24
656,2015-01-11,16:56:39
657,2015-01-11,17:09:36
658,2015-01-11,17:18:13
659,2015-01-11,17:21:49
660,2015-01-11,17:29:14
661,2015-01-11,17:35:14
662,2015-01-11,17:42:23
663,2015-01-11,17:42:25
664,2015-01-11,18:13:08
665,2015-01-11,18:13:12
666,2015-01-11,18:40:44
667,2015-01-11,18:46:25
668,2015-01-11,19:18:42
669,2015-01-11,19:18:46
670,2015-01-11,19:28:13
671,2015-01-11,19:33:05
672,2015-01-11,19:33:19
673,2015-01-11,19:44:57
674,2015-01-11,19:51:09
675,2015-01-11,19:52:49
676,2015-01-11,20:31:02
677,2015-01-11,21:07:30
678,2015-01-11,21:29:50
679,2015-01-12,11:38:15
680,2015-01-12,11:39:08
681,2015-01-12,12:01:23
682,2015-01-12,12:11:46
683,2015-01-12,12:13:07
684,2015-01-12,12:21:08
685,2015-01-12,12:26:40
686,2015-01-12,12:33:22
687,2015-01-12,12:42:10
688,2015-01-12,12:45:53
689,2015-01-12,12:53:37
690,2015-01-12,13:04:24
691,2015-01-12,13:30:47
692,2015-01-12,13:33:06
693,2015-01-12,13:49:40
694,2015-01-12,13:58:56
695,2015-01-12,14:08:16
696,2015-01-12,14:27:03
697,2015-01-12,14:31:13
698,2015-01-12,14:33:39
699,2015-01-12,14:38:35
700,2015-01-12,15:08:01
701,2015-01-12,15:28:25
702,2015-01-12,15:31:00
703,2015-01-12,15:39:04
704,2015-01-12,15:41:32
705,2015-01-12,15:52:44
706,2015-01-12,15:53:56
707,2015-01-12,15:59:52
708,2015-01-12,16:21:10
709,2015-01-12,16:22:18
710,2015-01-12,16:31:56
711,2015-01-12,16:55:08
712,2015-01-12,17:05:33
713,2015-01-12,17:06:04
714,2015-01-12,17:24:44
715,2015-01-12,17:46:30
716,2015-01-12,17:52:27
717,2015-01-12,17:53:59
718,2015-01-12,18:17:15
719,2015-01-12,18:20:58
720,2015-01-12,18:21:04
721,2015-01-12,18:24:47
722,2015-01-12,18:33:14
723,2015-01-12,18:34:25
724,2015-01-12,18:44:57
725,2015-01-12,18:53:17
726,2015-01-12,19:20:41
727,2015-01-12,19:22:00
728,2015-01-12,19:27:47
729,2015-01-12,19:30:17
730,2015-01-12,19:57:36
731,2015-01-12,20:00:30
732,2015-01-12,20:35:34
733,2015-01-12,21:35:14
734,2015-01-13,11:31:34
735,2015-01-13,12:16:47
736,2015-01-13,12:19:38
737,2015-01-13,12:29:51
738,2015-01-13,12:49:09
739,2015-01-13,12:53:01
740,2015-01-13,13:08:31
741,2015-01-13,13:34:47
742,2015-01-13,13:36:53
743,2015-01-13,13:41:13
744,2015-01-13,14:15:02
745,2015-01-13,14:27:31
746,2015-01-13,14:48:09
747,2015-01-13,15:07:34
748,2015-01-13,15:19:25
749,2015-01-13,15:22:11
750,2015-01-13,15:47:56
751,2015-01-13,15:50:49
752,2015-01-13,15:55:11
753,2015-01-13,16:10:34
754,2015-01-13,16:14:43
755,2015-01-13,16:14:55
756,2015-01-13,16:27:40
757,2015-01-13,16:30:20
758,2015-01-13,16:36:36
759,2015-01-13,16:38:57
760,2015-01-13,16:39:39
761,2015-01-13,17:11:41
762,2015-01-13,17:21:45
763,2015-01-13,17:21:48
764,2015-01-13,17:23:34
765,2015-01-13,17:43:17
766,2015-01-13,17:44:13
767,2015-01-13,17:59:32
768,2015-01-13,18:07:58
769,2015-01-13,18:18:15
770,2015-01-13,18:31:07
771,2015-01-13,18:42:12
772,2015-01-13,18:50:43
773,2015-01-13,19:10:20
774,2015-01-13,19:18:08
775,2015-01-13,19:19:58
776,2015-01-13,20:12:49
777,2015-01-13,20:31:17
778,2015-01-13,20:36:27
779,2015-01-13,21:17:08
780,2015-01-13,21:39:41
781,2015-01-14,11:28:44
782,2015-01-14,11:35:30
783,2015-01-14,11:45:29
784,2015-01-14,11:46:19
785,2015-01-14,11:51:37
786,2015-01-14,12:07:30
787,2015-01-14,12:23:54
788,2015-01-14,12:37:48
789,2015-01-14,12:38:26
790,2015-01-14,12:39:16
791,2015-01-14,12:42:17
792,2015-01-14,12:43:09
793,2015-01-14,12:50:01
794,2015-01-14,12:50:30
795,2015-01-14,12:51:29
796,2015-01-14,12:54:35
797,2015-01-14,13:10:53
798,2015-01-14,13:23:47
799,2015-01-14,13:37:50
800,2015-01-14,13:42:01
801,2015-01-14,14:07:52
802,2015-01-14,14:12:22
803,2015-01-14,14:15:28
804,2015-01-14,14:15:32
805,2015-01-14,14:26:17
806,2015-01-14,14:48:30
807,2015-01-14,14:48:55
808,2015-01-14,15:37:45
809,2015-01-14,16:09:29
810,2015-01-14,16:21:23
811,2015-01-14,16:38:00
812,2015-01-14,17:04:07
813,2015-01-14,17:10:38
814,2015-01-14,17:15:50
815,2015-01-14,17:21:39
816,2015-01-14,17:24:09
817,2015-01-14,17:37:26
818,2015-01-14,17:38:52
819,2015-01-14,17:42:17
820,2015-01-14,17:53:40
821,2015-01-14,18:06:06
822,2015-01-14,18:06:14
823,2015-01-14,18:09:48
824,2015-01-14,18:23:55
825,2015-01-14,18:27:42
826,2015-01-14,18:38:17
827,2015-01-14,18:38:20
828,2015-01-14,18:47:06
829,2015-01-14,19:07:45
830,2015-01-14,19:25:15
831,2015-01-14,19:56:01
832,2015-01-14,20:08:08
833,2015-01-14,20:12:27
834,2015-01-14,20:33:57
835,2015-01-14,20:40:40
836,2015-01-14,20:46:12
837,2015-01-14,20:57:40
838,2015-01-14,21:09:39
839,2015-01-14,21:32:21
840,2015-01-14,21:36:58
841,2015-01-14,21:42:56
842,2015-01-14,22:16:24
843,2015-01-15,11:37:03
844,2015-01-15,11:56:46
845,2015-01-15,12:08:30
846,2015-01-15,12:15:35
847,2015-01-15,12:20:22
848,2015-01-15,12:33:51
849,2015-01-15,12:36:39
850,2015-01-15,12:51:19
851,2015-01-15,12:56:54
852,2015-01-15,12:59:20
853,2015-01-15,13:01:53
854,2015-01-15,13:03:42
855,2015-01-15,13:05:13
856,2015-01-15,13:08:44
857,2015-01-15,13:10:45
858,2015-01-15,13:12:29
859,2015-01-15,14:04:23
860,2015-01-15,14:10:00
861,2015-01-15,14:18:09
862,2015-01-15,14:19:28
863,2015-01-15,14:27:25
864,2015-01-15,14:31:43
865,2015-01-15,14:38:31
866,2015-01-15,14:45:22
867,2015-01-15,14:48:37
868,2015-01-15,15:06:15
869,2015-01-15,15:20:36
870,2015-01-15,15:23:21
871,2015-01-15,15:27:03
872,2015-01-15,15:32:58
873,2015-01-15,16:05:58
874,2015-01-15,16:12:56
875,2015-01-15,16:19:26
876,2015-01-15,16:40:04
877,2015-01-15,16:44:46
878,2015-01-15,16:56:05
879,2015-01-15,16:57:15
880,2015-01-15,16:57:55
881,2015-01-15,17:05:35
882,2015-01-15,17:13:58
883,2015-01-15,17:14:27
884,2015-01-15,17:27:51
885,2015-01-15,17:32:25
886,2015-01-15,17:43:34
887,2015-01-15,18:04:28
888,2015-01-15,18:15:22
889,2015-01-15,18:17:26
890,2015-01-15,18:18:11
891,2015-01-15,18:27:28
892,2015-01-15,18:53:07
893,2015-01-15,18:56:49
894,2015-01-15,19:06:14
895,2015-01-15,19:09:51
896,2015-01-15,19:16:11
897,2015-01-15,19:21:00
898,2015-01-15,19:27:22
899,2015-01-15,20:07:01
900,2015-01-15,20:12:06
901,2015-01-15,20:51:59
902,2015-01-15,20:54:32
903,2015-01-15,21:42:32
904,2015-01-16,11:19:25
905,2015-01-16,11:25:39
906,2015-01-16,11:35:59
907,2015-01-16,11:39:48
908,2015-01-16,11:55:23
909,2015-01-16,12:14:22
910,2015-01-16,12:30:08
911,2015-01-16,12:34:14
912,2015-01-16,13:06:04
913,2015-01-16,13:11:14
914,2015-01-16,13:16:55
915,2015-01-16,13:18:32
916,2015-01-16,13:19:43
917,2015-01-16,13:23:29
918,2015-01-16,13:27:57
919,2015-01-16,13:42:47
920,2015-01-16,13:51:37
921,2015-01-16,13:59:21
922,2015-01-16,14:14:40
923,2015-01-16,14:24:45
924,2015-01-16,15:00:10
925,2015-01-16,15:27:24
926,2015-01-16,15:33:19
927,2015-01-16,15:49:05
928,2015-01-16,15:55:24
929,2015-01-16,16:14:58
930,2015-01-16,16:19:19
931,2015-01-16,16:20:32
